image_name,gamma,out_h,out_w
UIEB_278.png,0.7988,429,600
UIEB_279.png,0.8804,416,600
UIEB_28.png,0.8489,400,600
UIEB_280.png,0.7055,376,600
UIEB_281.png,0.8925,399,600
UIEB_282.png,0.8853,381,600
UIEB_283.png,0.7557,416,600
UIEB_284.png,0.8799,338,600
UIEB_285.png,0.8476,328,600
UIEB_286.png,0.7955,449,600
UIEB_287.png,0.842,425,600
UIEB_288.png,0.6782,300,600
UIEB_289.png,0.8142,449,600
UIEB_29.png,0.8247,338,600
UIEB_290.png,0.6426,399,600
UIEB_291.png,0.7695,449,600
UIEB_292.png,0.5981,368,600
UIEB_293.png,0.6833,399,600
UIEB_294.png,0.5409,600,600
UIEB_295.png,0.6113,336,600
UIEB_296.png,0.8778,338,600
UIEB_297.png,0.7479,376,600
UIEB_298.png,0.7465,425,600
UIEB_299.png,0.8579,449,600
UIEB_3.png,1.0111,396,600
UIEB_30.png,0.5,338,600
UIEB_300.png,0.7361,338,600
UIEB_301.png,0.7104,338,600
UIEB_302.png,0.6698,338,600
UIEB_303.png,0.9017,338,600
UIEB_304.png,0.9287,338,600
UIEB_305.png,0.6327,338,600
UIEB_306.png,0.6523,338,600
UIEB_307.png,0.7927,338,600
UIEB_308.png,0.8843,338,600
UIEB_309.png,0.8581,338,600
UIEB_31.png,0.5273,338,600
UIEB_310.png,0.8969,338,600
UIEB_311.png,0.882,338,600
UIEB_312.png,0.9103,450,600
UIEB_313.png,0.9548,450,600
UIEB_314.png,0.8589,449,600
UIEB_315.png,1.0025,503,600
UIEB_316.png,0.8668,450,600
UIEB_317.png,0.9714,401,600
UIEB_318.png,0.5827,338,600
UIEB_319.png,0.9664,338,600
UIEB_32.png,0.9294,450,600
UIEB_320.png,0.6054,338,600
UIEB_321.png,0.7538,338,600
UIEB_322.png,0.7738,450,600
UIEB_323.png,1.0412,338,600
UIEB_324.png,0.6895,402,600
UIEB_325.png,0.9258,450,600
UIEB_326.png,0.9092,338,600
UIEB_327.png,0.8867,450,600
UIEB_328.png,0.8004,776,600
UIEB_329.png,0.8451,375,600
UIEB_33.png,0.5,338,600
UIEB_330.png,0.9346,375,600
UIEB_331.png,0.8548,338,600
UIEB_332.png,0.5,403,600
UIEB_333.png,0.5604,372,600
UIEB_334.png,0.8574,301,600
UIEB_335.png,0.7761,421,600
UIEB_336.png,0.8187,452,600
UIEB_337.png,0.8385,450,600
UIEB_338.png,0.9761,400,600
UIEB_339.png,0.7232,338,600
UIEB_34.png,0.7079,338,600
UIEB_340.png,0.8354,450,600
UIEB_341.png,0.8827,382,600
UIEB_342.png,0.8769,450,600
UIEB_343.png,0.6279,450,600
UIEB_344.png,0.743,375,600
UIEB_345.png,0.9432,399,600
UIEB_346.png,0.6922,450,600
UIEB_347.png,1.111,374,600
UIEB_348.png,0.8014,370,600
UIEB_349.png,0.8183,382,600
UIEB_35.png,0.5,338,600
UIEB_350.png,0.7412,450,600
UIEB_351.png,0.8011,364,600
UIEB_352.png,0.9123,450,600
UIEB_353.png,0.7921,400,600
UIEB_354.png,0.7708,449,600
UIEB_355.png,0.7947,400,600
UIEB_356.png,0.7896,450,600
UIEB_357.png,0.9914,376,600
UIEB_358.png,0.9369,450,600
UIEB_359.png,0.9125,400,600
UIEB_36.png,0.9356,450,600
UIEB_360.png,0.919,450,600
UIEB_361.png,0.6109,375,600
UIEB_362.png,0.898,450,600
UIEB_363.png,0.9081,366,600
UIEB_364.png,0.6535,338,600
UIEB_365.png,0.9177,366,600
UIEB_366.png,0.9875,450,600
UIEB_367.png,1.0221,450,600
UIEB_368.png,0.5823,407,600
UIEB_369.png,0.8677,398,600
UIEB_37.png,0.7782,338,600
UIEB_370.png,0.927,338,600
UIEB_371.png,0.8309,450,600
UIEB_372.png,0.9498,328,600
UIEB_373.png,0.9062,450,600
UIEB_374.png,1.0126,450,600
UIEB_375.png,1.0014,390,600
UIEB_376.png,0.879,450,600
UIEB_377.png,0.8904,450,600
UIEB_378.png,0.7564,376,600
UIEB_379.png,0.955,402,600
UIEB_38.png,0.7561,338,600
UIEB_380.png,0.8236,450,600
UIEB_381.png,0.8528,428,600
UIEB_382.png,0.9271,300,600
UIEB_383.png,0.8004,399,600
UIEB_384.png,1.0098,400,600
UIEB_385.png,0.5,450,600
UIEB_386.png,0.5349,482,600
UIEB_387.png,0.9817,369,600
UIEB_388.png,0.8701,450,600
UIEB_389.png,0.8238,337,600
UIEB_39.png,0.7384,314,600
UIEB_390.png,0.9086,399,600
UIEB_391.png,0.823,374,600
UIEB_392.png,0.7652,375,600
UIEB_393.png,0.8887,426,600
UIEB_394.png,0.8933,407,600
UIEB_395.png,0.7629,376,600
UIEB_396.png,0.8189,400,600
UIEB_397.png,0.9162,451,600
UIEB_398.png,0.8872,450,600
UIEB_399.png,0.7998,375,600
UIEB_4.png,0.7344,450,600
UIEB_40.png,0.9389,450,600
UIEB_400.png,1.3194,400,600
UIEB_401.png,0.6503,335,600
UIEB_402.png,0.8574,338,600
UIEB_403.png,0.9825,266,600
UIEB_404.png,0.7646,301,600
UIEB_405.png,0.6896,350,600
UIEB_406.png,0.9284,338,600
UIEB_407.png,0.7723,450,600
UIEB_408.png,0.8555,510,600
UIEB_409.png,1.4121,450,600
UIEB_41.png,0.9273,450,600
UIEB_410.png,0.8442,451,600
UIEB_411.png,1.0058,355,600
UIEB_412.png,0.8988,399,600
UIEB_413.png,0.8275,450,600
UIEB_414.png,0.9428,450,600
UIEB_415.png,0.8733,338,600
UIEB_416.png,0.854,450,600
UIEB_417.png,0.6131,340,600
UIEB_418.png,0.6896,380,600
UIEB_419.png,0.8423,450,600
UIEB_42.png,0.7703,338,600
UIEB_420.png,1.052,387,600
UIEB_421.png,0.8683,355,600
UIEB_422.png,0.7777,450,600
UIEB_423.png,0.8111,450,600
UIEB_424.png,0.9167,338,600
UIEB_425.png,0.917,338,600
UIEB_426.png,0.7816,309,600
UIEB_427.png,0.8214,406,600
UIEB_428.png,0.9044,449,600
UIEB_429.png,0.7538,368,600
UIEB_43.png,0.797,425,600
UIEB_430.png,0.7449,360,600
UIEB_431.png,0.7679,388,600
UIEB_432.png,0.8529,450,600
UIEB_433.png,1.0444,450,600
UIEB_434.png,0.9668,338,600
UIEB_435.png,0.8919,338,600
UIEB_436.png,0.8692,338,600
UIEB_437.png,0.8647,338,600
UIEB_438.png,0.7292,375,600
UIEB_439.png,1.0444,769,600
UIEB_44.png,0.9079,450,600
UIEB_440.png,0.9105,338,600
UIEB_441.png,0.9355,338,600
UIEB_442.png,0.6465,450,600
UIEB_443.png,0.7961,338,600
UIEB_444.png,0.8884,450,600
UIEB_445.png,0.8931,450,600
UIEB_446.png,0.9989,405,600
UIEB_447.png,0.7495,450,600
UIEB_448.png,0.9243,450,600
UIEB_449.png,0.8652,380,600
UIEB_45.png,0.9227,450,600
UIEB_450.png,0.9407,339,600
UIEB_451.png,0.799,450,600
UIEB_452.png,0.7465,450,600
UIEB_453.png,0.832,375,600
UIEB_454.png,0.9707,450,600
UIEB_455.png,1.0248,398,600
UIEB_456.png,0.9065,398,600
UIEB_457.png,0.8782,450,600
UIEB_458.png,0.7648,401,600
UIEB_459.png,1.0418,402,600
UIEB_46.png,0.9346,450,600
UIEB_460.png,0.6576,452,600
UIEB_461.png,0.6755,345,600
UIEB_462.png,0.9771,338,600
UIEB_463.png,0.7714,455,600
UIEB_464.png,0.8275,399,600
UIEB_465.png,0.7829,400,600
UIEB_466.png,0.8152,399,600
UIEB_467.png,0.7547,338,600
UIEB_468.png,0.7921,400,600
UIEB_469.png,0.6101,450,600
UIEB_47.png,0.9209,450,600
UIEB_470.png,0.7838,400,600
UIEB_471.png,0.7714,400,600
UIEB_472.png,0.6762,400,600
UIEB_473.png,0.7758,400,600
UIEB_474.png,0.7194,400,600
UIEB_475.png,0.7022,400,600
UIEB_476.png,0.7409,400,600
UIEB_477.png,0.8081,378,600
UIEB_478.png,0.727,400,600
UIEB_479.png,0.721,400,600
UIEB_48.png,0.6293,337,600
UIEB_480.png,0.816,400,600
UIEB_481.png,0.7929,400,600
UIEB_482.png,0.8514,400,600
UIEB_483.png,0.97,450,600
UIEB_484.png,0.7079,400,600
UIEB_485.png,0.8056,400,600
UIEB_486.png,0.7032,338,600
UIEB_487.png,0.733,400,600
UIEB_488.png,0.721,400,600
UIEB_489.png,0.7015,338,600
UIEB_49.png,0.9292,450,600
UIEB_490.png,0.9377,450,600
UIEB_491.png,0.751,400,600
UIEB_492.png,0.7227,400,600
UIEB_493.png,0.7217,400,600
UIEB_494.png,0.7675,338,600
UIEB_495.png,0.6616,400,600
UIEB_496.png,0.6082,400,600
UIEB_497.png,1.0271,450,600
UIEB_498.png,0.7531,338,600
UIEB_499.png,0.7826,400,600
UIEB_5.png,0.8599,450,600
UIEB_50.png,0.9562,450,600
UIEB_500.png,0.793,400,600
UIEB_501.png,0.6831,400,600
UIEB_502.png,0.6783,450,600
UIEB_503.png,0.8098,400,600
UIEB_504.png,0.7677,400,600
UIEB_505.png,0.9478,450,600
UIEB_506.png,0.8215,400,600
UIEB_507.png,0.6963,400,600
UIEB_508.png,0.7708,400,600
UIEB_509.png,0.9056,400,600
UIEB_51.png,0.8597,425,600
UIEB_510.png,0.6655,400,600
UIEB_511.png,0.7567,400,600
UIEB_512.png,0.806,400,600
UIEB_513.png,0.8633,450,600
UIEB_514.png,0.702,400,600
UIEB_515.png,1.1002,450,600
UIEB_516.png,0.865,450,600
UIEB_517.png,0.8511,450,600
UIEB_518.png,1.0771,450,600
UIEB_519.png,0.8748,343,600
UIEB_52.png,0.8732,377,600
UIEB_520.png,0.8231,450,600
UIEB_521.png,0.9015,450,600
UIEB_522.png,0.5908,450,600
UIEB_523.png,0.9006,450,600
UIEB_524.png,0.9041,450,600
UIEB_525.png,0.9686,450,600
UIEB_526.png,0.8617,450,600
UIEB_527.png,0.9506,450,600
UIEB_528.png,0.8397,450,600
UIEB_529.png,0.9653,450,600
UIEB_53.png,0.7981,338,600
UIEB_530.png,0.9244,450,600
UIEB_531.png,0.8984,450,600
UIEB_532.png,0.9478,450,600
UIEB_533.png,0.8819,450,600
UIEB_534.png,0.9287,450,600
UIEB_535.png,0.7631,338,600
UIEB_536.png,0.9311,450,600
UIEB_537.png,0.901,450,600
UIEB_538.png,0.9436,449,600
UIEB_539.png,0.9773,450,600
UIEB_54.png,0.7386,376,600
UIEB_540.png,0.9335,450,600
UIEB_541.png,0.9415,450,600
UIEB_542.png,0.9381,450,600
UIEB_543.png,0.924,450,600
UIEB_544.png,0.9165,450,600
UIEB_545.png,1.0698,450,600
UIEB_546.png,0.9273,450,600
UIEB_547.png,0.8873,450,600
UIEB_548.png,1.0637,450,600
UIEB_549.png,0.9526,450,600
UIEB_55.png,0.888,450,600
UIEB_550.png,0.9097,450,600
UIEB_551.png,0.8525,399,600
UIEB_552.png,0.836,374,600
UIEB_553.png,0.8181,374,600
UIEB_554.png,0.9052,450,600
UIEB_555.png,0.9811,450,600
UIEB_556.png,0.9538,451,600
UIEB_557.png,0.9605,450,600
UIEB_558.png,0.9132,450,600
UIEB_559.png,0.9451,450,600
UIEB_56.png,0.7386,363,600
UIEB_560.png,0.9093,450,600
UIEB_561.png,1.0186,450,600
UIEB_562.png,0.7915,450,600
UIEB_563.png,0.8172,450,600
UIEB_564.png,0.8238,450,600
UIEB_565.png,1.0394,375,600
UIEB_566.png,0.8358,450,600
UIEB_567.png,0.9227,450,600
UIEB_568.png,0.8941,450,600
UIEB_569.png,0.9256,450,600
UIEB_57.png,0.8119,425,600
UIEB_570.png,0.8783,450,600
UIEB_571.png,0.9234,450,600
UIEB_572.png,1.3225,450,600
UIEB_573.png,0.9182,450,600
UIEB_574.png,0.8934,450,600
UIEB_575.png,0.7952,505,600
UIEB_576.png,0.9097,450,600
UIEB_577.png,0.8738,450,600
UIEB_578.png,0.8761,450,600
UIEB_579.png,0.9094,450,600
UIEB_58.png,0.9608,450,600
UIEB_580.png,0.8572,450,600
UIEB_581.png,0.9784,450,600
UIEB_582.png,0.8756,450,600
UIEB_583.png,0.772,834,600
UIEB_584.png,0.975,450,600
UIEB_585.png,0.9348,450,600
UIEB_586.png,0.973,450,600
UIEB_587.png,0.8666,450,600
UIEB_588.png,0.8073,450,600
UIEB_589.png,0.7906,450,600
UIEB_59.png,0.9459,450,600
UIEB_590.png,0.8511,450,600
UIEB_591.png,0.8601,450,600
UIEB_592.png,0.9417,370,600
UIEB_593.png,0.606,875,600
UIEB_594.png,0.8365,338,600
UIEB_595.png,0.6929,375,600
UIEB_596.png,0.8753,450,600
UIEB_597.png,0.8583,450,600
UIEB_598.png,0.8375,450,600
UIEB_599.png,0.8052,800,600
UIEB_6.png,0.7487,453,600
UIEB_60.png,0.7075,450,600
UIEB_600.png,1.1194,450,600
UIEB_601.png,0.8862,800,600
UIEB_602.png,0.864,450,600
UIEB_603.png,0.835,450,600
UIEB_604.png,0.9235,866,600
UIEB_605.png,1.2049,321,600
UIEB_606.png,0.9408,432,600
UIEB_607.png,0.8201,433,600
UIEB_608.png,0.6733,354,600
UIEB_609.png,0.7147,450,600
UIEB_61.png,0.9256,450,600
UIEB_610.png,0.8347,451,600
UIEB_611.png,0.6514,450,600
UIEB_612.png,0.7419,450,600
UIEB_613.png,0.9247,450,600
UIEB_614.png,0.9442,430,600
UIEB_615.png,0.9513,430,600
UIEB_616.png,0.8044,321,600
UIEB_617.png,0.9651,301,600
UIEB_618.png,0.8396,338,600
UIEB_619.png,0.9364,301,600
UIEB_62.png,0.7072,338,600
UIEB_620.png,0.9195,301,600
UIEB_621.png,0.8779,375,600
UIEB_622.png,0.9777,301,600
UIEB_623.png,1.0084,301,600
UIEB_624.png,0.7098,338,600
UIEB_625.png,0.9302,301,600
UIEB_626.png,0.8561,414,600
UIEB_627.png,0.9206,318,600
UIEB_628.png,0.9059,450,600
UIEB_629.png,0.9815,450,600
UIEB_63.png,0.9071,855,600
UIEB_630.png,0.6352,338,600
UIEB_631.png,0.9645,450,600
UIEB_632.png,0.8665,450,600
UIEB_633.png,0.8407,450,600
UIEB_634.png,0.6389,450,600
UIEB_635.png,0.9861,301,600
UIEB_636.png,0.9452,450,600
UIEB_637.png,0.9352,569,600
UIEB_638.png,0.8311,450,600
UIEB_639.png,0.8116,450,600
UIEB_64.png,0.7525,376,600
UIEB_640.png,0.8322,450,600
UIEB_641.png,0.9119,414,600
UIEB_642.png,0.9635,420,600
UIEB_643.png,0.9128,450,600
UIEB_644.png,0.7731,420,600
UIEB_645.png,0.7844,557,600
UIEB_646.png,0.7072,338,600
UIEB_647.png,0.9889,797,600
UIEB_648.png,0.9719,786,600
UIEB_649.png,0.9755,444,600
UIEB_65.png,0.6929,338,600
UIEB_650.png,1.0701,427,600
UIEB_651.png,0.8467,344,600
UIEB_652.png,0.7872,338,600
UIEB_653.png,1.1422,318,600
UIEB_654.png,0.7539,711,600
UIEB_655.png,0.7477,400,600
UIEB_656.png,1.224,301,600
UIEB_657.png,0.8428,450,600
UIEB_658.png,0.7367,450,600
UIEB_659.png,0.7474,450,600
UIEB_66.png,0.7212,338,600
UIEB_660.png,0.6785,450,600
UIEB_661.png,0.848,450,600
UIEB_662.png,0.6545,450,600
UIEB_663.png,0.7634,450,600
UIEB_664.png,0.8387,450,600
UIEB_665.png,0.9386,433,600
UIEB_666.png,0.9365,427,600
UIEB_667.png,0.9655,424,600
UIEB_668.png,0.9356,430,600
UIEB_669.png,1.1261,427,600
UIEB_67.png,1.054,338,600
UIEB_670.png,1.0424,314,600
UIEB_671.png,1.0313,414,600
UIEB_672.png,0.8838,372,600
UIEB_673.png,0.9394,432,600
UIEB_674.png,0.9741,432,600
UIEB_675.png,0.7496,400,600
UIEB_676.png,0.9308,432,600
UIEB_677.png,0.96,432,600
UIEB_678.png,0.9599,432,600
UIEB_679.png,0.8665,450,600
UIEB_68.png,0.9726,338,600
UIEB_680.png,0.8259,450,600
UIEB_681.png,0.9792,318,600
UIEB_682.png,0.8559,420,600
UIEB_683.png,0.9311,413,600
UIEB_684.png,1.0034,321,600
UIEB_685.png,0.8419,442,600
UIEB_686.png,1.0034,321,600
UIEB_687.png,0.9349,321,600
UIEB_688.png,0.8158,450,600
UIEB_689.png,1.0643,414,600
UIEB_69.png,0.9334,450,600
UIEB_690.png,0.9047,450,600
UIEB_691.png,0.9368,301,600
UIEB_692.png,1.0055,429,600
UIEB_693.png,0.8696,427,600
UIEB_694.png,0.9387,432,600
UIEB_695.png,1.0158,450,600
UIEB_696.png,0.7683,432,600
UIEB_697.png,0.8442,421,600
UIEB_698.png,0.9445,414,600
UIEB_699.png,0.883,314,600
UIEB_7.png,0.7439,409,600
UIEB_70.png,1.0634,338,600
UIEB_700.png,1.0915,427,600
UIEB_701.png,0.7918,338,600
UIEB_702.png,1.2047,558,600
UIEB_703.png,0.7754,430,600
UIEB_704.png,0.9143,338,600
UIEB_705.png,1.0902,432,600
UIEB_706.png,0.9782,432,600
UIEB_707.png,0.9753,297,600
UIEB_708.png,0.9438,760,600
UIEB_709.png,1.0221,432,600
UIEB_71.png,0.9282,338,600
UIEB_710.png,0.8168,338,600
UIEB_711.png,1.0333,421,600
UIEB_712.png,0.8731,338,600
UIEB_713.png,1.0441,321,600
UIEB_714.png,0.981,319,600
UIEB_715.png,0.9204,432,600
UIEB_716.png,1.1457,307,600
UIEB_717.png,1.0907,539,600
UIEB_718.png,0.9751,450,600
UIEB_719.png,0.9112,448,600
UIEB_72.png,0.9012,450,600
UIEB_720.png,1.092,420,600
UIEB_721.png,0.9042,432,600
UIEB_722.png,0.9844,420,600
UIEB_723.png,0.918,450,600
UIEB_724.png,0.829,450,600
UIEB_725.png,0.8802,450,600
UIEB_726.png,0.8842,450,600
UIEB_727.png,0.8347,450,600
UIEB_728.png,0.9003,425,600
UIEB_729.png,0.9202,450,600
UIEB_73.png,1.0249,455,600
UIEB_730.png,0.8657,450,600
UIEB_731.png,0.9034,432,600
UIEB_732.png,0.9263,432,600
UIEB_733.png,0.811,420,600
UIEB_734.png,1.0122,420,600
UIEB_735.png,0.7844,557,600
UIEB_736.png,0.9789,301,600
UIEB_737.png,1.0497,420,600
UIEB_738.png,0.8659,328,600
UIEB_739.png,0.7641,853,600
UIEB_74.png,0.8563,338,600
UIEB_740.png,0.8421,432,600
UIEB_741.png,0.7135,338,600
UIEB_742.png,0.8753,421,600
UIEB_743.png,0.9817,432,600
UIEB_744.png,0.6929,421,600
UIEB_745.png,1.031,421,600
UIEB_746.png,0.9293,432,600
UIEB_747.png,0.8666,432,600
UIEB_748.png,1.0592,432,600
UIEB_749.png,0.8569,432,600
UIEB_75.png,0.8578,450,600
UIEB_750.png,0.899,800,600
UIEB_751.png,0.903,372,600
UIEB_752.png,0.6401,421,600
UIEB_753.png,0.9664,432,600
UIEB_754.png,0.7679,338,600
UIEB_755.png,1.1456,606,600
UIEB_756.png,0.8816,432,600
UIEB_757.png,0.7284,338,600
UIEB_758.png,1.1487,420,600
UIEB_759.png,0.7763,338,600
UIEB_76.png,0.6776,338,600
UIEB_760.png,0.8688,307,600
UIEB_761.png,1.1022,600,600
UIEB_762.png,0.8063,420,600
UIEB_763.png,1.1777,321,600
UIEB_764.png,1.0176,450,600
UIEB_765.png,0.9387,307,600
UIEB_766.png,0.9357,337,600
UIEB_767.png,0.9494,450,600
UIEB_768.png,0.832,450,600
UIEB_769.png,0.837,450,600
UIEB_77.png,0.6731,338,600
UIEB_770.png,0.9206,318,600
UIEB_771.png,1.0204,450,600
UIEB_772.png,1.0168,338,600
UIEB_773.png,0.7571,450,600
UIEB_774.png,0.7888,417,600
UIEB_775.png,0.941,411,600
UIEB_776.png,0.923,301,600
UIEB_777.png,0.7643,450,600
UIEB_778.png,0.8251,433,600
UIEB_779.png,0.7345,338,600
UIEB_78.png,0.9235,450,600
UIEB_780.png,0.9754,314,600
UIEB_781.png,0.7813,338,600
UIEB_782.png,1.0698,427,600
UIEB_783.png,1.1422,318,600
UIEB_784.png,1.012,450,600
UIEB_785.png,0.9386,433,600
UIEB_786.png,0.8791,355,600
UIEB_787.png,0.9511,301,600
UIEB_788.png,0.8625,600,600
UIEB_789.png,1.2199,431,600
UIEB_79.png,0.8367,338,600
UIEB_790.png,0.841,338,600
UIEB_791.png,0.9176,425,600
UIEB_792.png,0.9846,301,600
UIEB_793.png,0.7239,338,600
UIEB_794.png,0.7809,398,600
UIEB_795.png,0.9149,393,600
UIEB_796.png,0.996,459,600
UIEB_797.png,0.735,471,600
UIEB_798.png,0.7293,308,600
UIEB_799.png,0.8827,450,600
UIEB_8.png,0.767,404,600
UIEB_80.png,0.8755,435,600
